repository_owner,repository_name,repository_url,original_flesch_score,textstat_score,py_readability_score
OpenCut-app,OpenCut,https://github.com/OpenCut-app/OpenCut,50.69469317413524,50.69469317413524,49.71531005444558
bennycode,trading-signals,https://github.com/bennycode/trading-signals,40.25374649859947,40.25374649859947,42.88436666666669
lunary-ai,lunary,https://github.com/lunary-ai/lunary,28.587957476472667,28.587957476472667,36.16623802681994
caunt,Void,https://github.com/caunt/Void,40.67554347826092,40.67554347826092,
codatio,codat-docs,https://github.com/codatio/codat-docs,37.09449152542376,37.09449152542376,28.49554774458116
clafollett,agenterra,https://github.com/clafollett/agenterra,6.721212121212147,6.721212121212147,
sheldonhull,sheldonhull.com,https://github.com/sheldonhull/sheldonhull.com,46.381220434902986,46.381220434902986,48.32909482758623
shm11C3,HardwareVisualizer,https://github.com/shm11C3/HardwareVisualizer,44.69179775280901,44.69179775280901,-30.135570469798623
blinqas,station,https://github.com/blinqas/station,46.57376861226922,46.57376861226922,36.1697968490879
dynamoose,dynamoose,https://github.com/dynamoose/dynamoose,58.4971739130435,58.4971739130435,58.55323426573426
gofiber,fiber,https://github.com/gofiber/fiber,61.37160919540233,61.37160919540233,
PrismarineJS,minecraft-data,https://github.com/PrismarineJS/minecraft-data,43.81747099296726,43.81747099296726,36.88699977262394
malgo-lang,malgo,https://github.com/malgo-lang/malgo,14.96678794178797,14.96678794178797,-30.883789473684203
dogmatiq,dogma,https://github.com/dogmatiq/dogma,34.839446663594,34.839446663594,42.880133255940336
yk35,tinyply.net,https://github.com/yk35/tinyply.net,25.489628416062487,25.489628416062487,-14.840850299401154
Saksham-Goel1107,Dionysus,https://github.com/Saksham-Goel1107/Dionysus,13.115710334422973,13.115710334422971,-5.626570526893516
baserproject,basercms,https://github.com/baserproject/basercms,8.214169278996877,8.214169278996877,80.32268711656442
NOAA-EMC,global-workflow,https://github.com/NOAA-EMC/global-workflow,-3.3369411275223517,-3.3369411275223513,-7.273911941716818
hossain-khan,android-remote-notify,https://github.com/hossain-khan/android-remote-notify,0.5160341314314962,0.5160341314314962,-32.05097097878985
hossain-khan,android-weather-alert,https://github.com/hossain-khan/android-weather-alert,-19.021166534705717,-19.021166534705714,-69.96490046838404
acredsfan,autonomous_mower,https://github.com/acredsfan/autonomous_mower,19.3387252897069,19.3387252897069,14.675490394337743
MicroPyramid,opensource-startup-crm,https://github.com/MicroPyramid/opensource-startup-crm,40.33850632911396,40.338506329113955,26.66942229038858
FBoucher,2d6-dungeon-app,https://github.com/FBoucher/2d6-dungeon-app,3.172142857142888,3.1721428571428874,
DumbWareio,DumbAssets,https://github.com/DumbWareio/DumbAssets,3.9292104251134674,3.9292104251134674,-103.70006020469596
Anselmoo,spectrafit,https://github.com/Anselmoo/spectrafit,29.405546218487416,29.405546218487416,36.49872727272728
BBMRI-ERIC,negotiator,https://github.com/BBMRI-ERIC/negotiator,51.135413533834594,51.135413533834594,52.75956015037596
bmosoluciones,now-lms,https://github.com/bmosoluciones/now-lms,33.053148396468885,33.053148396468885,36.98288981583954
blocher,dailyoffice2019,https://github.com/blocher/dailyoffice2019,28.425611940298552,28.425611940298552,18.70007707323643
bdougie,contributor.info,https://github.com/bdougie/contributor.info,21.512496146647635,21.512496146647635,15.859503313891878
codemillmatt,awesome-copilot-example,https://github.com/codemillmatt/awesome-copilot-example,15.759767341663093,15.759767341663093,19.74738372093026
Shaurya-Sethi,circuitron,https://github.com/Shaurya-Sethi/circuitron,29.44774129172714,29.44774129172714,31.158303974254352
ggml-org,llama.cpp,https://github.com/ggml-org/llama.cpp,18.64038901601833,18.640389016018332,-12.69943977591032
primer,brand,https://github.com/primer/brand,27.51239316239318,27.51239316239318,38.99039226555368
primer,eslint-plugin-primer-react,https://github.com/primer/eslint-plugin-primer-react,47.53125874125877,47.53125874125877,41.685229483551495
primer,react,https://github.com/primer/react,36.62571229882778,36.62571229882778,39.83542897753048
BarbourSmith,Abundance,https://github.com/BarbourSmith/Abundance,24.612245322245343,24.612245322245343,15.527416212819475
keepassxreboot,keepassxc,https://github.com/keepassxreboot/keepassxc,29.94775687172779,29.94775687172779,39.02147420814481
danielroe,roe.dev,https://github.com/danielroe/roe.dev,2.1337500000000205,2.1337500000000205,-50.96558823529408
SentriusLLC,Sentrius,https://github.com/SentriusLLC/Sentrius,2.444115161119925,2.4441151611199246,-7.239651162790665
libetl,local-traffic,https://github.com/libetl/local-traffic,36.19179874213839,36.19179874213839,36.87767098646037
neurodesk,neurocontainers,https://github.com/neurodesk/neurocontainers,16.392745478036204,16.392745478036204,6.89646042363438
ast-grep,ast-grep,https://github.com/ast-grep/ast-grep,42.18836634817061,42.188366348170604,45.915027995720436
ast-grep,ast-grep.github.io,https://github.com/ast-grep/ast-grep.github.io,36.417202797202805,36.417202797202805,34.207611940298534
mlco2,codecarbon,https://github.com/mlco2/codecarbon,22.33646704949413,22.336467049494132,17.969210148825567
catalystneuro,neuroconv,https://github.com/catalystneuro/neuroconv,50.44335047468357,50.44335047468357,51.07515329645
Chainlit,chainlit,https://github.com/Chainlit/chainlit,39.92909090909095,39.929090909090945,44.603128631536805
hemilabs,ui-monorepo,https://github.com/hemilabs/ui-monorepo,15.41500000000002,15.41500000000002,
valkey-io,valkey-glide,https://github.com/valkey-io/valkey-glide,31.427692307692325,31.427692307692325,22.01536270691335
baynezy,Html2Markdown,https://github.com/baynezy/Html2Markdown,48.173463768115965,48.173463768115965,47.344166666666695
humanwhocodes,crosspost,https://github.com/humanwhocodes/crosspost,19.67419117647063,19.67419117647063,-17.196249999999964
ohcnetwork,care_fe,https://github.com/ohcnetwork/care_fe,6.964659578741276,6.964659578741276,-36.88190173410402
realtvop,SaltNet,https://github.com/realtvop/SaltNet,67.54038461538464,67.54038461538464,
meza,minecraft-mod-manager,https://github.com/meza/minecraft-mod-manager,22.866903177329363,22.866903177329363,20.235785813630088
meza,Stonecraft,https://github.com/meza/Stonecraft,29.97531109818908,29.97531109818908,27.33688648353649
OWASP,wrongsecrets,https://github.com/OWASP/wrongsecrets,-0.0650970602332563,-0.06509706023325634,-11.418161764705843
mysql-net,MySqlConnector,https://github.com/mysql-net/MySqlConnector,38.81727272727275,38.81727272727275,21.332142857142912
yulin0629,github-copilot-tutorial,https://github.com/yulin0629/github-copilot-tutorial,47.37549065420564,47.375490654205635,1.3151724137931282
luno,luno-mcp,https://github.com/luno/luno-mcp,-27.333630136986272,-27.333630136986272,-72.54370715474207
chrisreddington,validate-file-exists,https://github.com/chrisreddington/validate-file-exists,43.44263715826671,43.442637158266706,30.161673925667827
Humanizr,Humanizer,https://github.com/Humanizr/Humanizer,27.042243902439026,27.042243902439026,29.651717171717166
digitarald,vscode-agent-todos,https://github.com/digitarald/vscode-agent-todos,10.58282981280638,10.58282981280638,-20.911979012846984
dsccommunity,SqlServerDsc,https://github.com/dsccommunity/SqlServerDsc,-19.6754545454545,-19.6754545454545,
opensource-observer,oso,https://github.com/opensource-observer/oso,-248.49111510791363,-248.49111510791363,-249.2842857142857
steipete,mcp-agentify,https://github.com/steipete/mcp-agentify,36.62000000000003,36.62000000000003,
marcominerva,PdfSmith,https://github.com/marcominerva/PdfSmith,46.61381696428572,46.61381696428572,43.895577244701855
saas-factory-labs,Saas-Factory,https://github.com/saas-factory-labs/Saas-Factory,43.47303326810177,43.47303326810177,34.34656370656373
aztfmod,terraform-provider-azurecaf,https://github.com/aztfmod/terraform-provider-azurecaf,80.33367816091955,80.33367816091955,
ewolff,software-architektur.tv,https://github.com/ewolff/software-architektur.tv,28.391650297234463,28.391650297234463,15.595851437699707
monarch-initiative,mondo,https://github.com/monarch-initiative/mondo,121.22000000000004,121.22000000000003,
krissen,polleninformation,https://github.com/krissen/polleninformation,12.838153633491316,12.838153633491316,-6.248437499999966
dvcrn,mcp-server-siri-shortcuts,https://github.com/dvcrn/mcp-server-siri-shortcuts,65.13125000000002,65.13125000000002,
nais,unleasherator,https://github.com/nais/unleasherator,30.078805031446564,30.078805031446564,25.290125786163543
vltpkg,vltpkg,https://github.com/vltpkg/vltpkg,19.26035714285717,19.260357142857174,7.8702671343766895
M-CreativeLab,jsar-runtime,https://github.com/M-CreativeLab/jsar-runtime,32.609217115689404,32.609217115689404,31.962830972615677
equalizedigital,accessibility-checker,https://github.com/equalizedigital/accessibility-checker,10.753228573770002,10.753228573770002,3.1751463068182204
coder13,Competitor-groups,https://github.com/coder13/Competitor-groups,36.76408352017941,36.76408352017941,41.17022774869113
bitbound,ControlR,https://github.com/bitbound/ControlR,-1.1016252685101904,-1.1016252685101904,-15.34631746895559
pardeike,Harmony,https://github.com/pardeike/Harmony,38.73871722846442,38.738717228464424,
tcheeric,nostr-java,https://github.com/tcheeric/nostr-java,-586.185857142857,-586.185857142857,-530.8089285714286
projectcalico,calico,https://github.com/projectcalico/calico,35.991853190428714,35.991853190428714,26.645383823274386
Vaiz,rust-mcp-server,https://github.com/Vaiz/rust-mcp-server,16.108043478260868,16.108043478260868,11.402665531335174
Vaiz,nfs3,https://github.com/Vaiz/nfs3,20.31582017990496,20.31582017990496,12.037812500000001
igraph,igraph,https://github.com/igraph/igraph,48.06740704500979,48.06740704500979,40.70828792379393
jacwu,github-materials,https://github.com/jacwu/github-materials,-17.892095286885223,-17.892095286885223,5.519086391437355
raffertyuy,github-copilot-prompts,https://github.com/raffertyuy/github-copilot-prompts,29.192667984189768,29.192667984189768,29.17833333333337
CallMeGreg,gh-language,https://github.com/CallMeGreg/gh-language,45.30341604237523,45.30341604237523,55.70636724890832
a16z,halmos,https://github.com/a16z/halmos,41.59616099071207,41.596160990712065,40.49459398496242
tecnomanu,agent-rules-kit,https://github.com/tecnomanu/agent-rules-kit,26.457126225490214,26.457126225490214,24.908777182431237
srbhr,Resume-Matcher,https://github.com/srbhr/Resume-Matcher,-34.17105890733396,-34.17105890733396,-87.14907459867798
ydb-platform,ydb-embedded-ui,https://github.com/ydb-platform/ydb-embedded-ui,15.318398337595909,15.318398337595909,-20.74696768060835
alphaonelabs,alphaonelabs-education-website,https://github.com/alphaonelabs/alphaonelabs-education-website,26.742911532480008,26.742911532480008,11.778318661971838
cesarsotovalero,cesarsotovalero.github.io,https://github.com/cesarsotovalero/cesarsotovalero.github.io,31.55266958779617,31.552669587796174,33.922346523668665
Aiko-IT-Systems,DisCatSharp,https://github.com/Aiko-IT-Systems/DisCatSharp,18.28087111538173,18.28087111538173,16.472661109689
nyaruka,rapidpro,https://github.com/nyaruka/rapidpro,52.9020677966102,52.9020677966102,
nyaruka,floweditor,https://github.com/nyaruka/floweditor,18.917959070072044,18.917959070072044,-4.406344770337569
goplus,llcppg,https://github.com/goplus/llcppg,25.819086120018312,25.819086120018312,34.274811297910645
thrasher-,gocryptotrader,https://github.com/thrasher-/gocryptotrader,-23.359999999999985,-23.359999999999985,
stellar,stellar-core,https://github.com/stellar/stellar-core,34.15663461538463,34.15663461538463,
stellar,stellar-cli,https://github.com/stellar/stellar-cli,42.25277768409222,42.25277768409222,38.12985221674879
stellar,rs-soroban-sdk,https://github.com/stellar/rs-soroban-sdk,26.599478149100293,26.599478149100293,23.963139534883737
numbersprotocol,capture-lite,https://github.com/numbersprotocol/capture-lite,-38.020395348837184,-38.020395348837184,-122.94393484288352
langchain-ai,langchain,https://github.com/langchain-ai/langchain,15.449703822585375,15.449703822585377,18.101873659582793
autumn-library,autumn-library.github.io,https://github.com/autumn-library/autumn-library.github.io,103.12944078947368,103.12944078947369,
autumn-library,autumn,https://github.com/autumn-library/autumn,84.58607142857144,84.58607142857144,118.02014415481834
autumn-library,workflows,https://github.com/autumn-library/workflows,19.322235629662146,19.322235629662146,-1.894163568773223
autumn-library,autumn-data,https://github.com/autumn-library/autumn-data,84.58607142857144,84.58607142857144,118.02014415481834
onnx,onnx,https://github.com/onnx/onnx,75.50000000000003,75.50000000000003,
onnx,ir-py,https://github.com/onnx/ir-py,73.84500000000001,73.84500000000001,
istio,istio,https://github.com/istio/istio,30.09095710740874,30.09095710740874,29.942681818181825
camunda-community-hub,camunda-8-benchmark,https://github.com/camunda-community-hub/camunda-8-benchmark,24.23611969111971,24.23611969111971,26.329167508205018
martincostello,update-dotnet-sdk,https://github.com/martincostello/update-dotnet-sdk,53.099531963470326,53.099531963470326,
philips-software,roslyn-analyzers,https://github.com/philips-software/roslyn-analyzers,7.404341986794748,7.404341986794748,-3.897941896024463
tommyxchow,frosty,https://github.com/tommyxchow/frosty,16.693716715976336,16.693716715976336,-20.6064761904762
wagtail,sphinx-wagtail-theme,https://github.com/wagtail/sphinx-wagtail-theme,29.766103896103917,29.766103896103914,
triggerdotdev,trigger.dev,https://github.com/triggerdotdev/trigger.dev,58.353815789473714,58.353815789473714,
elastic,kibana,https://github.com/elastic/kibana,25.03686897334092,25.036868973340916,24.243847801256464
elastic,terraform-provider-elasticstack,https://github.com/elastic/terraform-provider-elasticstack,34.274850543478294,34.274850543478294,36.870442933560014
Agoric,agoric-sdk,https://github.com/Agoric/agoric-sdk,19.156129496402883,19.156129496402883,-21.694473684210493
wp-document-revisions,wp-document-revisions,https://github.com/wp-document-revisions/wp-document-revisions,16.066405597062214,16.066405597062214,6.8454935622317805
csharpfritz,CopilotThatJawn,https://github.com/csharpfritz/CopilotThatJawn,-4.604857142857128,-4.604857142857128,-32.99927514214028
nixel2007,extends,https://github.com/nixel2007/extends,83.36790542345713,83.36790542345713,116.78318181818182
The-Art-of-Hacking,h4cker,https://github.com/The-Art-of-Hacking/h4cker,7.415889328063258,7.415889328063258,-3.2323563218390916
Azure,bicep-registry-modules,https://github.com/Azure/bicep-registry-modules,1.2162295081967611,1.2162295081967613,-17.379682592346825
Azure,azqr,https://github.com/Azure/azqr,22.42802125506074,22.42802125506074,20.045996677740902
Azure,azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,6.147731204258179,6.147731204258179,-5.005298724546861
Azure,aks-mcp,https://github.com/Azure/aks-mcp,-4.717495344506489,-4.717495344506489,-31.700118073047832
Azure,azure-service-operator,https://github.com/Azure/azure-service-operator,19.87405214672077,19.87405214672077,2.822103469640666
Azure,AzureLocal-Supportability,https://github.com/Azure/AzureLocal-Supportability,9.683848735157484,9.683848735157483,6.229440014903162
Azure,azure-mcp,https://github.com/Azure/azure-mcp,23.45113636363638,23.45113636363638,-25.470945945945914
Azure,autorest.go,https://github.com/Azure/autorest.go,15.257857142857176,15.257857142857176,
Azure,azure-sdk-tools,https://github.com/Azure/azure-sdk-tools,3.172142857142888,3.1721428571428874,
Azure,azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust,46.28853523742154,46.28853523742154,41.42981527977048
Azure,adx-mon,https://github.com/Azure/adx-mon,7.698556376080688,7.698556376080688,-34.63988954970259
Azure,telescope,https://github.com/Azure/telescope,-0.8928571428571104,-0.8928571428571104,
Azure,fleet-networking,https://github.com/Azure/fleet-networking,43.935354871258966,43.935354871258966,45.1649607880191
Azure,azure-sdk-for-cpp,https://github.com/Azure/azure-sdk-for-cpp,12.680000000000035,12.680000000000035,
Azure,terraform-azurerm-avm-ptn-virtualwan,https://github.com/Azure/terraform-azurerm-avm-ptn-virtualwan,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,autorest.typescript,https://github.com/Azure/autorest.typescript,32.20270858112869,32.20270858112869,30.980897828863363
Azure,terraform-azurerm-avm-res-app-managedenvironment,https://github.com/Azure/terraform-azurerm-avm-res-app-managedenvironment,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,azure-storage-fuse,https://github.com/Azure/azure-storage-fuse,26.55561279698898,26.55561279698898,21.800728829993545
Azure,terraform-azurerm-avm-res-authorization-roleassignment,https://github.com/Azure/terraform-azurerm-avm-res-authorization-roleassignment,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,terraform-azurerm-avm-res-keyvault-vault,https://github.com/Azure/terraform-azurerm-avm-res-keyvault-vault,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,azure-rest-api-specs,https://github.com/Azure/azure-rest-api-specs,39.36439347558516,39.36439347558516,33.74622217375955
Azure,iot-operations-sdks,https://github.com/Azure/iot-operations-sdks,-20.88619918699186,-20.88619918699186,
Azure,typespec-azure,https://github.com/Azure/typespec-azure,40.98605072463769,40.98605072463769,23.87642857142859
Azure,dalec,https://github.com/Azure/dalec,33.731836271713775,33.731836271713775,23.40177744209467
Azure,LogicAppsUX,https://github.com/Azure/LogicAppsUX,-17.128181818181787,-17.128181818181787,-47.0405562913907
Azure,terraform-azurerm-avm-ptn-alz-management,https://github.com/Azure/terraform-azurerm-avm-ptn-alz-management,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,awesome-azd,https://github.com/Azure/awesome-azd,31.07016388305709,31.07016388305709,24.124505494505513
Azure,azure-functions-host,https://github.com/Azure/azure-functions-host,50.96562937062939,50.96562937062939,45.4944856828194
Azure,terraform-azurerm-avm-res-documentdb-databaseaccount,https://github.com/Azure/terraform-azurerm-avm-res-documentdb-databaseaccount,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,PSRule.Rules.Azure,https://github.com/Azure/PSRule.Rules.Azure,54.15283400809719,54.15283400809719,42.868712737127396
Azure,azure-sdk-for-js,https://github.com/Azure/azure-sdk-for-js,3.0211671087533603,3.0211671087533603,-2.1327873228201213
Azure,autorest.python,https://github.com/Azure/autorest.python,25.07153614457832,25.071536144578317,
Azure,azure-cli-extensions,https://github.com/Azure/azure-cli-extensions,3.172142857142888,3.1721428571428874,
Azure,AgentBaker,https://github.com/Azure/AgentBaker,39.65426425269649,39.65426425269649,38.9526618075802
Azure,autorest.java,https://github.com/Azure/autorest.java,44.00071612903227,44.00071612903227,44.13209677419357
Azure,terraform-azurerm-avm-res-databricks-workspace,https://github.com/Azure/terraform-azurerm-avm-res-databricks-workspace,-1.46605882352938,-1.46605882352938,-25.143289655172396
Azure,fleet,https://github.com/Azure/fleet,47.20693757225436,47.20693757225436,50.08137357239349
Azure,azure-sdk-for-go,https://github.com/Azure/azure-sdk-for-go,34.193487467588625,34.193487467588625,30.68997959183676
Azure,azure-sdk-for-net,https://github.com/Azure/azure-sdk-for-net,-3.5019230769230774,-3.5019230769230774,20.376528471528502
Azure,azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,7.662903695521209,7.662903695521209,-10.301152905198762
Azure,azure-dev,https://github.com/Azure/azure-dev,13.41271766102065,13.41271766102065,7.575464851406508
facioquo,stock-charts,https://github.com/facioquo/stock-charts,16.70752398081538,16.70752398081538,-78.10013712374578
HotCakeX,Harden-Windows-Security,https://github.com/HotCakeX/Harden-Windows-Security,53.69774774774777,53.69774774774777,61.368414096916325
wled,WLED,https://github.com/wled/WLED,46.62194117647061,46.621941176470614,41.41905405405407
orbitinghail,graft,https://github.com/orbitinghail/graft,-1.6634615384615188,-1.6634615384615188,-21.541666666666657
jakub-k-slys,substack-api,https://github.com/jakub-k-slys/substack-api,33.50847902097905,33.50847902097905,17.710652173913076
3MFConsortium,gladius,https://github.com/3MFConsortium/gladius,37.37450819672134,37.37450819672134,39.99000000000001
MicrosoftDocs,azure-devops-docs,https://github.com/MicrosoftDocs/azure-devops-docs,15.257857142857176,15.257857142857176,
MicrosoftDocs,m365copilot-docs,https://github.com/MicrosoftDocs/m365copilot-docs,26.020431187410598,26.020431187410594,29.840504385964948
MicrosoftDocs,azure-dev-docs,https://github.com/MicrosoftDocs/azure-dev-docs,35.459134357166846,35.459134357166846,43.028076923076924
alchemyplatform,aa-sdk,https://github.com/alchemyplatform/aa-sdk,-12.43702959830864,-12.43702959830864,-42.87108695652171
MiguelElGallo,iparq,https://github.com/MiguelElGallo/iparq,56.37808823529414,56.37808823529414,
jsburckhardt,devcontainer-features,https://github.com/jsburckhardt/devcontainer-features,36.49031250000005,36.490312500000044,44.505384615384656
Skyscanner,backpack-ios,https://github.com/Skyscanner/backpack-ios,8.805034362259818,8.805034362259818,2.2879505136672265
Azure-Samples,Apim-Samples,https://github.com/Azure-Samples/Apim-Samples,33.600277295448564,33.600277295448564,31.120307881773414
Azure-Samples,rag-postgres-openai-python,https://github.com/Azure-Samples/rag-postgres-openai-python,32.18319727891159,32.18319727891159,18.85352115232314
Azure-Samples,adaptive-rag-workbench,https://github.com/Azure-Samples/adaptive-rag-workbench,30.559777542372927,30.559777542372927,33.124564847533065
Azure-Samples,eShopLite,https://github.com/Azure-Samples/eShopLite,28.140714285714296,28.140714285714296,26.714276408949303
Azure-Samples,azure-ai-travel-agents,https://github.com/Azure-Samples/azure-ai-travel-agents,4.442131507775542,4.442131507775542,8.687978056426346
zwave-js,zwave-js-ui,https://github.com/zwave-js/zwave-js-ui,33.01648423005565,33.01648423005565,25.813482770745452
zwave-js,zwave-js,https://github.com/zwave-js/zwave-js,14.053886618999002,14.053886618999002,8.726493902439074
risingwavelabs,risingwave,https://github.com/risingwavelabs/risingwave,29.97151378033732,29.971513780337318,19.467595326360396
ArduPilot,MethodicConfigurator,https://github.com/ArduPilot/MethodicConfigurator,22.579103448275877,22.579103448275873,8.140126050420207
ModerRAS,TelegramSearchBot,https://github.com/ModerRAS/TelegramSearchBot,-15.732999999999947,-15.732999999999947,-300.69499999999994
Comfy-Org,ComfyUI_frontend,https://github.com/Comfy-Org/ComfyUI_frontend,26.94529801324504,26.945298013245036,22.39175690021233
jinek,Consolonia,https://github.com/jinek/Consolonia,19.564753694581327,19.564753694581327,11.078000036379535
CommunityToolkit,Aspire,https://github.com/CommunityToolkit/Aspire,2.1244996406755376,2.1244996406755376,4.279639035359821
bbc,simorgh,https://github.com/bbc/simorgh,39.374831932773134,39.374831932773134,43.64672955974842
timdeschryver,Sandbox,https://github.com/timdeschryver/Sandbox,14.485088990981836,14.485088990981836,-39.78349180327868
jtarchie,helloretro,https://github.com/jtarchie/helloretro,16.988193883956626,16.988193883956626,20.406295261085006
pimcore,studio-ui-bundle,https://github.com/pimcore/studio-ui-bundle,6.9839455782313,6.9839455782313,-16.010271512838273
needmore,bc4,https://github.com/needmore/bc4,39.38394736842108,39.383947368421076,19.256477511559524
spadrapo,drapo,https://github.com/spadrapo/drapo,33.555084378013504,33.555084378013504,29.91610390546188
mhackermsft,BlazorAIChat,https://github.com/mhackermsft/BlazorAIChat,-8.072058823529375,-8.072058823529375,-71.56563015312126
Catfriend1,syncthing-lite,https://github.com/Catfriend1/syncthing-lite,68.81793799212599,68.81793799212599,65.67785714285718
slick,slick,https://github.com/slick/slick,16.393820861677995,16.393820861677995,-7.279795321637408
lacolaco,blog.lacolaco.net,https://github.com/lacolaco/blog.lacolaco.net,16.945529350104835,16.945529350104835,-256.13746575342464
zapier,zapier-platform,https://github.com/zapier/zapier-platform,-8.681842105263144,-8.681842105263144,0.47596910112361
Cahmoraes,clean-arch-solid-ddd,https://github.com/Cahmoraes/clean-arch-solid-ddd,5.971138905683205,5.971138905683205,-70.83084909456738
public-ui,kolibri,https://github.com/public-ui/kolibri,10.697355740980155,10.697355740980157,17.35414126196386
infinitespace-studios,VectorRumble,https://github.com/infinitespace-studios/VectorRumble,28.908412407105345,28.908412407105345,12.91964726027399
braze-inc,braze-docs,https://github.com/braze-inc/braze-docs,51.15366482115792,51.15366482115792,56.19454646017701
Epix-Incorporated,Adonis,https://github.com/Epix-Incorporated/Adonis,45.32678160919542,45.32678160919542,
brenocq,implot3d,https://github.com/brenocq/implot3d,35.29067982456144,35.29067982456144,43.22203177257529
elazarcoh,simply-view-image-for-python-debugging,https://github.com/elazarcoh/simply-view-image-for-python-debugging,35.07222560975612,35.07222560975612,43.07427018813317
openSVM,osvm-cli,https://github.com/openSVM/osvm-cli,8.878324657798373,8.878324657798373,1.7787956621004923
rqlite,rqlite,https://github.com/rqlite/rqlite,72.2727131782946,72.2727131782946,
RSSNext,Folo,https://github.com/RSSNext/Folo,96.02461538461542,96.02461538461542,
PSModule,Process-PSModule,https://github.com/PSModule/Process-PSModule,11.54858386075952,11.548583860759521,37.301641914191435
ariccio,COVID-CO2-tracker,https://github.com/ariccio/COVID-CO2-tracker,8.697867979341538,8.697867979341538,-9.762881058764776
celestiaorg,celestia-core,https://github.com/celestiaorg/celestia-core,14.859655172413824,14.859655172413824,19.4443853761922
celestiaorg,celestia-app,https://github.com/celestiaorg/celestia-app,22.44448275862069,22.444482758620694,25.516531986531987
some-natalie,kubernoodles,https://github.com/some-natalie/kubernoodles,13.945816825465954,13.945816825465954,2.109113394068629
microsoft,WSL,https://github.com/microsoft/WSL,22.56913652216525,22.569136522165252,20.817948717948752
microsoft,go-mssqldb,https://github.com/microsoft/go-mssqldb,34.462673144511086,34.462673144511086,10.030289193302906
microsoft,fabric-cicd,https://github.com/microsoft/fabric-cicd,19.69683860232948,19.69683860232948,0.14458333333337237
microsoft,typespec,https://github.com/microsoft/typespec,24.05749427917621,24.05749427917621,7.057510857763305
microsoft,vs-mef,https://github.com/microsoft/vs-mef,53.968056680161965,53.968056680161965,46.74163793103449
microsoft,testfx,https://github.com/microsoft/testfx,46.51862502771007,46.51862502771007,38.36683884297523
microsoft,mcp-dotnet-samples,https://github.com/microsoft/mcp-dotnet-samples,29.50174454355667,29.50174454355667,38.04201992252354
microsoft,python-environment-tools,https://github.com/microsoft/python-environment-tools,4.235638922817429,4.235638922817429,11.66036530703721
microsoft,PowerToys,https://github.com/microsoft/PowerToys,39.39524183006537,39.39524183006537,47.4844911610129
microsoft,typescript-go,https://github.com/microsoft/typescript-go,54.04345268247758,54.04345268247758,53.639285714285734
microsoft,vscode-documentdb,https://github.com/microsoft/vscode-documentdb,36.16466223292841,36.16466223292841,39.403902766308846
microsoft,SqlScriptDOM,https://github.com/microsoft/SqlScriptDOM,21.54489608197008,21.54489608197008,23.050389809518208
microsoft,FluidFramework,https://github.com/microsoft/FluidFramework,45.18875,45.18875,
